Symbol,Name,Industry,Rank,Mom,Pe,Pb,Div,Ps
GSS,Golden Star Resources Ltd.,Materials,55.1,57.3,12.4,29.25404,,1.10235
GT,Goodyear Tire & Rubber Co,Consumer Discretionary,86.7,48.5,8.3,1.63327,1.73,0.53861
GTN,Gray Television Inc.,Consumer Discretionary,85.2,29.3,8,1.77528,,1.17958
GVA,Granite Construction Inc.,Industrials,40.2,82.6,50.2,2.89202,0.78349,0.92475
GWR,Genesee & Wyoming Inc.,Industrials,47.4,72.4,37,1.5777,,2.27985
GWRE,Guidewire Software Inc,Information Technology,0.5,23.4,271.2,5.64533,,10.50187
GWW,Grainger (W.W.) Inc,Industrials,72.8,96,25.9,7.1349,2.3135,1.25007
GXP,Great Plains Energy Inc,Utilities,51.4,62.5,180.3,1.44448,3.20606,2.75273
H,Hyatt Hotels Corp,Consumer Discretionary,39,85,43.4,2.40903,,1.98721
HA,Hawaiian Holdings Inc.,Industrials,63.9,29.3,11.6,2.6929,1.1124,0.8702
HABT,Habit Restaurants Inc (The),Consumer Discretionary,42.7,1.5,39.1,1.53976,,0.59101
HAE,Haemonetics Corp,Health Care,14.5,95.1,712.1,3.80126,,3.38964
HAIN,Hain Celestial Group Inc (The),Consumer Staples,13.4,33.7,57.1,2.41243,,1.48002
HAL,Halliburton Co,Energy,43.5,49.8,180.3,3.95271,1.72331,1.94088
HAS,Hasbro Inc.,Consumer Discretionary,41.3,17.7,19.7,5.92265,2.45109,2.21361
HBAN,Huntington Bancshares Inc,Financials,78.8,70.3,17.3,1.61678,3.05556,3.35805
HBHC,Hancock Holding Co,Financials,70.3,76.5,20.5,1.52021,1.86952,3.90761
HBI,Hanesbrands Inc,Consumer Discretionary,59,7.1,12.9,6.18593,2.87219,1.20075
HBM,Hudbay Minerals Inc,Materials,58,5.5,105.4,0.92508,0.22774,1.39417
HCLP,Hi-Crush Partners LP,Energy,90,93.8,29.4,1.21826,5.71429,1.94935
HCN,Welltower Inc,Real Estate,64.2,13.3,27.4,1.78306,5.15861,5.79959
HCP,HCP Inc,Real Estate,64.7,8.9,22.7,2.24197,5.59758,6.3053
HCSG,Healthcare Services Group Inc,Industrials,6.2,31.5,42.5,9.74412,1.46351,2.14617
HD,Home Depot Inc. (The),Consumer Discretionary,40.4,82.2,24.9,82.59133,1.97976,2.15152
HDB,H D F C Bank Ltd,Financials,13.5,26.7,32.9,5.68617,0.52931,5.94592
HDS,HD Supply Holdings Inc,Industrials,38.7,60.9,28.5,6.18295,,1.18278
HDSN,Hudson Technologies Inc,Industrials,48.7,0.5,17,1.88676,,1.93588
HE,Hawaiian Electric Industries Inc.,Utilities,71.4,71.7,23.3,1.98378,3.23338,1.65827
HEES,H&E Equipment Services Inc,Industrials,62.7,99.2,35.8,9.4827,2.95778,1.35092
HFC,HollyFrontier Corp,Energy,96.3,97.4,23.1,1.6262,2.96763,0.59688
HGV,Hilton Grand Vacations Inc,Consumer Discretionary,36.6,58.7,21.9,11.89366,,2.35686
HIBB,Hibbett Sports Inc,Consumer Discretionary,92.6,99.4,10.9,1.29992,,0.4427
HIG,Hartford Financial Services Group Inc. (The),Financials,74.1,46.7,43.4,1.19173,1.74095,1.14186
HIIQ,Health Insurance Innovations Inc,Financials,35.2,1.1,19.1,3.54339,,1.12731
HIMX,Himax Technologies Inc,Information Technology,14.3,97.1,223.4,5.46329,1.748,3.33832
HIW,Highwoods Properties Inc.,Real Estate,54,21.9,34.1,2.41381,3.46525,7.39452
HK,Halcon Resources Corp,Energy,87.4,71,1.7,0.9132,,1.78992
HL,Hecla Mining Co,Materials,23.1,1.3,62.3,0.9864,0.33422,2.55263
HLF,Herbalife Ltd,Consumer Staples,40.2,32.1,15.9,28.60047,,1.45625
HLS,HEALTHSOUTH Corp,Health Care,78.1,55.6,17.9,4.32074,2.002,1.21948
HLT,Hilton Worldwide Holdings Inc,Consumer Discretionary,19.3,83.5,701.3,17.20149,0.77359,2.5926
HLTH,Nobilis Health Corp,Health Care,92.3,10.2,10.8,0.69145,,0.32127
HMC,Honda Motor Co Ltd,Consumer Discretionary,99.2,80.3,11.1,0.87975,2.59047,0.4784
HMSY,HMS Holdings Corp,Health Care,14.7,14.9,55.5,2.36613,,2.76892
HMY,Harmony Gold Mining Co Ltd,Materials,37,9.7,30.8,0.36184,3.51255,
HOG,Harley-Davidson Inc.,Consumer Discretionary,79.4,48.4,15.5,4.54993,2.90837,1.56594
HOLI,Hollysys Automation Technologies Ltd,Information Technology,64.3,85.9,21.6,1.98952,0.48348,3.3724
HOLX,Hologic Inc,Health Care,32.9,52.3,15.6,4.1244,,3.79499
HOMB,Home Bancshares Inc,Financials,31.5,33.4,20.8,1.87303,1.84874,6.32518
HON,Honeywell International Inc,Industrials,33.4,66.1,23.4,5.63794,1.91075,2.99287
HOPE,Hope Bancorp Inc,Financials,82.5,74.7,15.6,1.31095,2.77778,4.06943
HPE,Hewlett Packard Enterprise Co,Information Technology,56.5,26.6,55,0.94819,2.15054,0.73749
HPP,Hudson Pacific Properties Inc,Real Estate,55.5,52,86.5,1.51731,2.80662,7.59862
HPT,Hospitality Properties Trust,Real Estate,94.7,56.7,21.3,1.76695,6.93565,2.32436
HQY,HealthEquity Inc,Health Care,3.5,84.4,75.8,9.9163,,15.31639
HR,Healthcare Realty Trust Inc,Real Estate,47.2,24,34.4,2.19532,3.66189,9.19239
HRC,Hill-Rom Holdings Inc,Health Care,23.6,57.2,42.2,4.09702,0.85157,2.02458
HRL,Hormel Foods Corp,Consumer Staples,54.4,80.1,23.3,3.89419,2.05761,2.10014
HRS,Harris Corp,Information Technology,29.7,77.8,26.8,5.759,1.57785,2.97124
HRTG,Heritage Insurance Holdings Inc,Financials,90.5,99.2,361.4,1.40059,1.33482,1.22213
HSBC,HSBC Holdings PLC,Financials,49.9,34.3,35.9,1.03129,5.13595,
HSC,Harsco Corp,Industrials,14.9,44.7,57.4,8.69282,,0.9585
HSIC,Henry Schein Inc,Health Care,32.1,4.5,20.4,3.72365,,0.92206
HSNI,HSN Inc,Consumer Discretionary,80.9,60.3,18.9,9.82203,3.44403,0.61473
HST,Host Hotels & Resorts Inc,Real Estate,89,55.7,24,2.06566,4.04245,2.70355
HSY,Hershey Co (The),Consumer Staples,16.8,45.4,32.9,28.38621,2.36546,3.11684
HT,Hersha Hospitality Trust,Real Estate,98,17.7,8.1,0.82435,6.38177,1.56287
HTA,Healthcare Trust of America Inc,Real Estate,42.4,23.8,132.8,1.9332,3.98823,9.30811
HTGC,Hercules Capital Inc,Financials,65.2,58.2,14.8,1.34278,9.23306,5.86707
HTH,Hilltop Holdings Inc,Financials,53,43,15.5,1.25126,0.96502,1.4327
HTHT,China Lodging Group Ltd,Consumer Discretionary,0.4,13.4,56.9,8.3478,,7.46648
HTLD,Heartland Express Inc,Industrials,15.1,35.5,37.9,3.53956,0.35026,3.27064
HUBB,Hubbell Inc,Industrials,49.6,61.8,24,4.15502,2.44853,1.91837
HUBG,Hub Group Inc,Industrials,57.8,88.7,29.3,2.44291,,0.42266
HUM,Humana Inc.,Health Care,64.8,30.8,20.1,3.3241,0.61336,0.70116
HUN,Huntsman Corp,Materials,87.6,82.7,18.5,3.61249,1.56446,0.89212
HXL,Hexcel Corp,Industrials,31.7,73.3,22.1,3.90243,0.80645,2.88229
HYH,Halyard Health Inc,Health Care,31,49.7,40.1,1.92548,,1.41204
HZO,MarineMax Inc,Consumer Discretionary,63.5,94.3,22.3,1.71508,,0.49274
IAC,IAC/InterActiveCorp,Information Technology,13.9,63.7,31.4,4.28975,,3.19727
IAG,IAMGold Corp,Materials,70.2,4.1,4.9,0.90209,,2.37521
IART,Integra LifeSciences Holdings Corp,Health Care,3,18.5,80,4.17371,,3.45656
IBKC,IBERIABANK Corp,Financials,51.5,31.8,22.2,1.16504,1.90354,3.76995
IBKR,Interactive Brokers Group Inc,Financials,54,96,48.8,3.72108,0.70102,2.57566
IBM,International Business Machines Corp,Information Technology,77.5,51.6,12.9,7.26265,3.89686,1.83852
ICE,Intercontinental Exchange Inc,Financials,24.2,59.4,26.1,2.61817,1.11966,7.17964
ICLR,Icon PLC,Health Care,19.8,35.5,22.3,5.60993,,3.6368
IDTI,Integrated Device Technology Inc.,Information Technology,12.6,85.4,42.1,5.08438,,5.32749
IFF,International Flavors & Fragrances Inc,Materials,16.7,68.7,29.6,6.98577,1.7756,3.71499
IIVI,II VI Inc,Information Technology,26.4,94.3,29.9,3.12291,,2.93794
ILG,ILG Inc,Consumer Discretionary,44.6,47.2,27.5,2.16082,2.13599,1.9411
ILMN,Illumina Inc,Health Care,2.7,65,42.7,11.76336,,12.94956
IMAX,Imax Corp,Consumer Discretionary,32.2,96.1,272.8,3.161,,4.59795
IMPV,Imperva Inc,Information Technology,12.2,13.7,160.8,4.69632,,4.48393
INFO,IHS Markit Ltd,Industrials,6.3,18.3,47.2,2.31092,,5.12103
INFY,Infosys Ltd,Information Technology,61.7,37.8,15.5,3.19396,2.75707,3.38358
ING,ING Groep NV,Financials,67.3,32.5,13.9,1.24019,4.13078,
INGR,Ingredion Inc,Consumer Staples,60.9,62.7,19.9,3.51444,1.7331,1.62189
INN,Summit Hotel Properties Inc,Real Estate,92.2,32.6,18.4,1.30808,4.50033,3.02662
INOV,Inovalon Holdings Inc,Health Care,8.1,77.5,131.3,3.55743,,5.4151
INT,World Fuel Services Corp,Energy,37.5,3.9,77.7,0.99028,0.85501,0.05934
INTC,Intel Corp,Information Technology,78.7,91.7,15.6,2.95832,2.43087,3.39792
INTU,Intuit Inc.,Information Technology,6,61.2,41.1,33.41311,0.99224,7.61253
INXN,InterXion Holding NV,Information Technology,2.8,61.5,88.9,5.94837,,7.88532
IONS,Ionis Pharmaceuticals Inc,Health Care,0.2,37.4,249,22.45398,,13.8324
IP,International Paper Co,Materials,42.1,43.1,25.5,4.75667,3.3563,1.03426
IPG,Interpublic Group of Companies Inc. (The),Consumer Discretionary,68.1,23.3,13.9,3.81776,3.64004,0.99369
IPGP,IPG Photonics Corp,Information Technology,9.4,93.5,33.1,6.26467,,9.21508
IQV,Iqvia Holdings Inc,Health Care,9.8,46.6,340.3,3.31841,,2.43695
IR,Ingersoll-Rand PLC,Industrials,55.1,34.5,21.6,3.2391,2.05433,1.60442
IRBT,iRobot Corp,Consumer Discretionary,8,1.5,31,4.19003,,2.45598
IRDM,Iridium Communications Inc,Telecommunication Services,60.6,61.4,13.8,0.83492,,2.72863
IRM,Iron Mountain Inc,Real Estate,18.5,37.7,50.2,5.84228,5.74994,2.85622
ISBC,Investors Bancorp Inc,Financials,54.6,55.3,22.5,1.38477,2.52278,4.91826
ISRG,Intuitive Surgical Inc,Health Care,4.3,81.6,50.8,9.03103,,15.02811
ITT,ITT Inc,Industrials,55.8,95,23.2,2.88787,0.94465,1.92141
ITUB,Itau Unibanco Holding SA,Financials,93.7,23.5,5.3,0.95263,4.61318,0.62323
ITW,Illinois Tool Works Inc.,Industrials,26.6,87.7,25.2,11.54387,1.84343,4.14322
IVR,Invesco Mortgage Capital Inc,Financials,82.7,38.3,4.7,0.95423,9.28652,3.86032
IVZ,Invesco Ltd,Financials,85.6,59.1,15.5,1.77099,3.20708,2.95029
IXYS,IXYS Corp,Information Technology,20,45.1,33.9,2.45478,,2.34336
JASO,JA Solar Holdings Co Ltd,Information Technology,91.7,61.9,4.2,0.35459,,0.13592
JAZZ,Jazz Pharmaceuticals Plc,Health Care,23.7,15.7,22.7,3.39271,,5.30722
JBHT,J.B. Hunt Transport Services Inc.,Industrials,27.4,64.8,28.9,8.28674,0.82778,1.76846
JBL,Jabil Inc,Information Technology,66.7,13.2,41.5,2.17864,1.10919,0.27341
JBLU,JetBlue Airways Corp,Industrials,78.6,53,11.1,1.66327,,1.027
JCI,Johnson Controls International Plc,Industrials,49.7,18.2,21.4,1.70827,2.65675,1.16554
JCOM,j2 Global Inc,Information Technology,38.5,27.9,27.5,3.66503,2.09382,3.40557
JEC,Jacobs Engineering Group Inc.,Industrials,74.4,83.3,27.1,1.78417,0.91422,0.78811
JELD,JELD-WEN Holding Inc,Industrials,65.6,91.8,12,4.65038,,1.09055
JKHY,Henry (Jack) & Associates Inc,Information Technology,10.2,63.1,35.9,8.58122,1.07527,6.17895
JKS,JinkoSolar Holding Co Ltd,Information Technology,72.6,8.4,12.7,0.81746,,0.22653
JMEI,Jumei International Holding Ltd,Consumer Discretionary,32,14.1,21.3,0.83963,,
JNJ,Johnson & Johnson,Health Care,26.9,43.7,24.3,5.05682,2.41154,5.04568
JNPR,Juniper Networks Inc,Information Technology,75.5,27.5,16.9,2.03003,1.44092,2.04083
JOE,St. Joe Co (The),Real Estate,17.4,26.8,55.8,2.27134,,13.96084
JP,Jupai Holdings Ltd,Financials,91.1,98.8,9.7,2.12981,11.31862,2.46575
JPM,JPMorgan Chase & Co,Financials,89.5,72.4,15,1.56106,2.14313,3.31316
JWN,Nordstrom Inc.,Consumer Discretionary,81.5,32.7,15.8,8.86648,3.25633,0.50353
K,Kellogg Co,Consumer Staples,30.3,30.5,29.5,11.84494,3.26481,1.79783
KAR,KAR Auction Services Inc,Industrials,50.8,62.2,29.6,4.85717,2.77943,2.0347
KBH,KB Home,Consumer Discretionary,97.5,97.8,22.2,1.47351,0.31888,0.6457
KBR,KBR Inc,Industrials,58.4,73.2,36.8,3.02939,1.70667,0.60439
KEM,KEMET Corp,Information Technology,67.6,0.4,3,2.0873,,0.7903
KEX,Kirby Corp,Industrials,59.6,51,31.4,1.39835,,1.91921
KEY,KeyCorp,Financials,72.6,58.9,16.5,1.43983,2.21286,3.07511
KEYS,Keysight Technologies Inc,Information Technology,19.2,47.4,32.9,3.64036,,2.52909
KFY,Korn/Ferry International,Industrials,62,94,21.7,2.23151,0.91241,1.52773
KGC,Kinross Gold Corp,Materials,34.1,12.1,45.3,1.18444,,1.52709
KHC,Kraft Heinz Co (The),Consumer Staples,29.9,29.6,25.2,1.6867,3.07239,3.77965
KIM,Kimco Realty Corp,Real Estate,78.8,17,21.4,1.51204,6.04752,5.98564
KKR,KKR & Co LP,Financials,68,41.9,9.9,1.47709,3.41365,1.66876
KL,Kirkland Lake Gold Ltd,Materials,27.4,56.3,24.8,2.62195,0.45022,4.44561
KLAC,KLA-Tencor Corp,Information Technology,52.3,55.5,15.6,10.9442,2.30829,4.33292
KLIC,Kulicke and Soffa Industries Inc,Information Technology,84.8,93.5,15.4,1.90922,,2.17294
KLXI,KLX Inc,Industrials,39.7,76.9,37.7,1.26416,,1.81519
KMB,Kimberly-Clark Corp,Consumer Staples,37.8,21.7,19.8,162.71639,3.23981,2.32847
KMI,Kinder Morgan Inc.,Energy,43.1,9.4,30.9,1.09135,2.90192,2.85468
KMT,Kennametal Inc.,Industrials,33.9,94.8,34,3.55438,1.716,1.76689
KMX,CarMax Inc,Consumer Discretionary,26.4,34.6,18.8,3.91598,,0.72864
KNL,Knoll Inc,Industrials,83.7,83.6,15.3,3.15964,2.75609,0.96676
KNX,Knight-Swift Transportation Holdings Inc,Industrials,20.6,56.4,63,1.58304,0.56232,3.30023
KO,Coca-Cola Co (The),Consumer Staples,8.2,28.5,43.5,8.81919,3.23356,5.24201
KORS,Michael Kors Holdings Ltd,Consumer Discretionary,77.6,96.8,16.2,4.92343,,2.01177
KR,Kroger Co. (The),Consumer Staples,89.9,79.5,15.4,3.66811,1.93349,0.19513
KRC,Kilroy Realty Corp,Real Estate,52.1,55,49.6,2.00984,2.25524,10.24156
KRG,Kite Realty Group Trust,Real Estate,72.2,19.2,127.7,1.01425,6.60426,4.47964
KRNY,Kearny Financial Corp,Financials,11.5,44.1,63.7,1.13873,0.81081,7.79445
KRO,Kronos Worldwide Inc,Materials,68.5,94.9,9.5,4.5516,2.14977,2.00991
KS,KapStone Paper & Packaging Corp,Materials,58.9,25.7,28.9,2.27837,1.79937,0.66531
KSS,Kohl's Corp,Consumer Discretionary,99.7,83.5,12.7,1.61204,4.5862,0.44218
KSU,Kansas City Southern,Industrials,29.8,53.2,21.8,2.84695,1.28411,4.69027
KT,Kt Corp,Telecommunication Services,85.1,17.5,13.7,0.65724,2.24958,0.40679
KW,Kennedy-Wilson Holdings Inc,Real Estate,41.5,25.5,137.1,2.15835,3.96867,2.71275
L,Loews Corp,Financials,88.4,51.8,17.5,0.88985,0.49722,1.24677
LADR,Ladder Capital Corp,Financials,85,26.2,11.1,1.0447,9.23077,2.82289
LAMR,Lamar Advertising Co,Real Estate,42.9,66.9,23.9,6.76716,4.41313,4.81375
LAZ,Lazard Ltd,Financials,91.3,71.9,13.9,4.52334,3.32995,2.22611
LBRDK,Liberty Broadband Corp,Consumer Discretionary,4.7,6.6,895.5,1.86671,,1233.4908
LBTYA,Liberty Global Plc Global Group,Consumer Discretionary,41.4,15.3,37.2,3.46734,,1.73127
LBTYK,Liberty Global Plc Global Group,Consumer Discretionary,41.8,15.1,37.2,3.46734,,1.73127
LCI,Lannett Co Inc.,Health Care,78.6,98.2,25.7,1.69981,,1.54811
LDOS,Leidos Holdings Inc,Information Technology,46.4,55.2,30.6,2.91411,2.01353,0.93686
LEA,Lear Corp,Consumer Discretionary,93.4,84.1,11.1,3.15697,1.10564,0.6275
LECO,Lincoln Electric Holdings Inc,Industrials,29,42.4,21.6,6.34078,1.71165,2.45609
LEG,Leggett & Platt Inc,Consumer Discretionary,54.9,42.3,19.4,5.42402,2.98507,1.65431
LEN,Lennar Corp,Consumer Discretionary,74.8,87.9,18.2,1.95517,0.25486,1.20392
LFC,China Life Insurance Co Ltd,Financials,25.4,31.7,31,2.03167,1.06376,
LGF/A,Lions Gate Entertainment Corp,Consumer Discretionary,63.7,57.8,34.3,2.4191,,1.70473
LGF/B,Lions Gate Entertainment Corp,Consumer Discretionary,68.2,59.9,34.3,2.4191,,1.70473
LGIH,LGI Homes Inc,Consumer Discretionary,50.5,99.6,16.2,3.41702,,1.38938
LH,Laboratory Corporation of America Holdings,Health Care,47.6,29.9,21.9,2.63788,,1.60807
LHO,LaSalle Hotel Properties,Real Estate,87.1,27.8,17.3,1.2857,6.32911,2.82793
LII,Lennox International Inc.,Industrials,22.8,90.8,29.4,272.91029,0.97263,2.31356
LIVN,LivaNova PLC,Health Care,19.1,96.9,74.9,2.19495,,3.42021
LKQ,LKQ Corp,Consumer Discretionary,39.7,69.4,23.9,3.01445,,1.29077
LLL,L3 Technologies Inc,Industrials,53.1,56.1,27,3.10164,1.51065,1.40002
LLY,Eli Lilly and Co,Health Care,16.5,38.7,40.6,6.25889,2.45747,4.10217
LM,Legg Mason Inc,Financials,95.5,41.3,15.6,0.92583,2.8028,1.26459
LMT,Lockheed Martin Corp,Industrials,31.8,40.5,25.5,43.61418,2.50689,1.85248
LNC,Lincoln National Corp,Financials,94.8,66.3,11.9,1.03017,1.72436,1.25036
LNT,Alliant Energy Corp,Utilities,33.1,44.6,24.1,2.51062,2.79317,3.11459
LOGI,"Logitech International SA, Apples",Information Technology,18.2,23,24.8,6.1798,1.81637,2.41638
LOGM,LogMeIn Inc,Information Technology,7.5,38.3,624.7,2.03372,0.84034,6.81562
LOW,Lowe's Cos Inc.,Consumer Discretionary,65.8,66.3,20.1,12.06556,1.96713,1.02445
LPI,Laredo Petroleum Inc,Energy,18.5,7,21.8,7.48823,,3.3821
LPL,LG Display Co Ltd,Information Technology,93.7,29.1,4.4,0.79097,1.56095,0.43383
LPLA,LPL Financial Holdings Inc,Financials,46.3,60.1,22.1,4.96924,1.92901,1.11759
LPNT,LifePoint Health Inc,Health Care,69.5,4.7,11.1,0.82917,,0.29857
LPT,Liberty Property Trust,Real Estate,70.4,43.9,18.9,2.19571,3.56506,8.75796
LPTH,LightPath Technologies Inc,Information Technology,56.8,19.6,6.8,2.03694,,1.93253
LPX,Louisiana-Pacific Corp,Materials,70.2,52.9,13.3,2.72946,,1.5521
LQ,La Quinta Holdings Inc,Consumer Discretionary,17.9,65.7,68.4,2.9868,,2.11243
LRCX,Lam Research Corp,Information Technology,56,74.6,17.1,4.28887,1.03988,3.52881
LSI,Life Storage Inc,Real Estate,76.5,86,44.5,2.04665,4.45385,7.90423
LSTR,Landstar System Inc,Industrials,25.1,59.6,28.3,6.65927,0.3876,1.23962
LSXMA,Liberty Media Corp SiriusXM Group,Consumer Discretionary,39.8,12,26,1.33323,,2.57062
LSXMK,Liberty Media Corp SiriusXM Group,Consumer Discretionary,39.9,12.4,26,1.33323,,2.57062
LTM,LATAM Airlines Group SA,Industrials,43.2,28.3,50.8,1.79407,0.273,0.76976
LTRPA,Liberty TripAdvisor Holdings Inc,Consumer Discretionary,69.1,1.1,93.5,0.89284,,0.44201
LUK,Leucadia National Corp,Financials,85.3,61.1,17.2,0.89662,1.52033,0.78758
LULU,lululemon athletica inc,Consumer Discretionary,14.3,75.4,32.4,6.48988,,3.75632
LUV,Southwest Airlines Co.,Industrials,68.8,75.5,17.4,4.09101,0.82413,1.74426
LVNTA,Liberty Ventures,Consumer Discretionary,45.4,11.1,6.5,1.84944,,90.04852
LVS,Las Vegas Sands Corp,Consumer Discretionary,37,61.7,26.3,9.28411,4.21417,4.3828
LXP,Lexington Realty Trust,Real Estate,73.5,46,38.7,2.0162,6.78776,6.51959
LYB,LyondellBasell Industries NV,Materials,92.2,73.9,11.1,5.63742,3.4384,1.26441
LYG,Lloyds Banking Group PLC,Financials,66.4,54.4,14.7,0.98625,3.90917,
LYV,Live Nation Entertainment Inc,Consumer Discretionary,28.5,68.6,1116.9,6.80548,,0.97328
LZB,La-Z-Boy Inc,Consumer Discretionary,90.5,96.6,19.3,2.68558,1.45897,1.04196
M,Macy's Inc,Consumer Discretionary,99.8,71.2,10.7,1.71342,6.34454,0.2935
MA,Mastercard Inc,Information Technology,19.4,66.5,34.7,24.75911,0.58483,13.4895
MAA,Mid-America Apartment Communities Inc,Real Estate,22.3,20.4,46.2,1.84266,3.39711,7.95372
MAC,Macerich Co (The),Real Estate,64,87.1,61.4,2.43557,4.57143,8.59804
MAN,ManpowerGroup Inc,Industrials,79.6,74,19,3.24377,1.44298,0.42298
MANH,Manhattan Associates Inc,Information Technology,13,44.4,25.3,15.72926,,5.14483
MAR,Marriott International Inc.,Consumer Discretionary,24,86.9,34.3,10.31312,1.03937,2.1299
MASI,Masimo Corp,Health Care,51.3,43.8,13.9,6.39979,,6.01986
MBFI,MB Financial Inc,Financials,71.6,77,19.6,1.51542,1.80451,3.80857
MBT,Mobile TeleSystems PJSC,Telecommunication Services,91.6,38.1,9.8,4.93278,8.44316,1.33986
MC,Moelis & Co,Financials,84.3,84.9,22.6,4.7435,3.08977,1.79491
MCHP,Microchip Technology Inc,Information Technology,10,27.9,34.6,5.7365,1.66686,5.33033
MCK,McKesson Corp,Health Care,88.1,24.9,6.9,2.76406,0.92054,0.15395
MD,Mednax Inc,Health Care,83.1,60.7,17.9,1.59713,,1.37678
MDC,M.D.C. Holdings Inc.,Consumer Discretionary,95.7,71.4,11.9,1.33744,2.79174,0.71552
MDLZ,Mondelez International Inc,Consumer Staples,24.5,44.8,29.8,2.46673,2.04937,2.52939
MDP,Meredith Corp,Consumer Discretionary,88.8,89.7,16.5,3.02122,3.05209,1.78051
MDR,McDermott International Inc.,Energy,87.6,79.4,13.6,1.19252,,0.65676
MDSO,Medidata Solutions Inc,Health Care,0.3,9,96.3,8.33456,,7.34038
MDT,Medtronic PLC,Health Care,36.6,32.9,22.3,2.15995,2.24035,3.77307
MDU,MDU Resources Group Inc.,Utilities,56.5,36.8,23.3,2.31901,2.82648,1.27119
MDXG,MiMedx Group Inc,Health Care,12.9,1.3,37.1,9.01703,,4.2339
MEET,The Meet Group Inc,Information Technology,82.2,0.5,12.6,0.72347,,1.52771
MELI,MercadoLibre Inc,Information Technology,1.1,47.3,91.5,29.91303,0.21807,9.97982
MEOH,Methanex Corp,Materials,63.1,39.1,17.3,2.96627,2.25352,1.67482
MET,Metlife Inc.,Financials,97.1,64.6,33.8,0.99789,2.98063,0.97767
MFA,MFA Financial Inc,Financials,54.4,11.9,11.1,0.97481,10,5.60607
MFC,Manulife Financial Corp,Financials,93.8,49.5,11.6,1.33606,3.04005,1.47205
MGA,Magna International Inc.,Consumer Discretionary,97.7,75.6,10,1.85206,1.96429,0.555
MGM,MGM Resorts International,Consumer Discretionary,26.8,37.4,33.8,3.0585,1.28957,1.83558
MGP,MGM Growth Properties LLC,Real Estate,85.8,19.4,38,1.27918,5.39617,2.41217
MHK,Mohawk Industries Inc.,Consumer Discretionary,32.3,62.1,21.9,3.09449,,2.25628
MIC,Macquarie Infrastructure Corp,Industrials,33.4,10.3,33.3,1.93822,8.50554,3.10721
MIDD,Middleby Corp (The),Industrials,17.2,41.8,23.9,5.43653,,3.16921
MITK,Mitek Systems Inc,Information Technology,2.5,8.8,21.8,4.94261,,6.63351
MKC,McCormick & Co Inc,Consumer Staples,20.2,50.7,28.3,5.30829,2.03562,2.82589
MKSI,MKS Instruments Inc,Information Technology,47.7,70.8,16.6,3.39565,0.76352,2.81605
MLCO,Melco Resorts & Entertainment Ltd,Consumer Discretionary,21.4,80.7,42.6,4.48176,1.37878,2.47831
MLHR,Herman Miller Inc,Industrials,73.7,46.8,17.3,3.51178,2.01399,0.94589
MLM,Martin Marietta Materials Inc.,Materials,13.2,23.6,29.8,3.02436,0.84457,3.32422
MMC,Marsh & McLennan Companies Inc.,Financials,28.6,50.9,23.1,6.08876,1.7872,3.14412
MMM,3M Co,Industrials,22.7,80.9,26.9,11.92295,1.93304,4.67976
MMP,Magellan Midstream Partners LP,Energy,24,26,18.4,7.15483,5.40299,6.23598
MMS,MAXIMUS Inc.,Information Technology,55.3,68.9,21.7,4.78644,0.26057,1.82833
MMSI,Merit Medical Systems Inc,Health Care,6.4,43.4,72.2,3.27066,,3.04642
MNR,Monmouth Real Estate Investment Corp,Real Estate,48.8,57.4,59.4,2.94146,3.80739,10.58326
MNRO,Monro Inc,Consumer Discretionary,53.9,45.5,26.9,2.72084,1.42716,1.50346
MNST,Monster Beverage Corp,Consumer Staples,17.4,64.4,45.7,9.37948,,10.72229
MO,Altria Group Inc,Consumer Staples,51.8,49,8.5,10.64685,3.89208,6.69925
MOMO,Momo Inc,Information Technology,17,0.3,15.7,5.2347,,4.01392
MON,Monsanto Co,Materials,19.3,30.2,23.5,8.0801,1.82525,3.54863
MOS,Mosaic Company (The),Materials,69.3,84.8,25.6,0.84307,0.41169,1.18696
MPC,Marathon Petroleum Corp,Energy,92.4,81.6,19.8,2.4122,2.55469,0.50805
MPLX,MPLX LP,Energy,61.6,40.4,39.7,1.46833,6.55326,3.9335
MPW,Medical Properties Trust Inc,Real Estate,86.7,38.4,18.1,1.30236,7.01242,7.29764
MRCY,Mercury Systems Inc,Industrials,4.9,52.5,59.9,3.32188,,5.45232
MRK,Merck & Co Inc.,Health Care,11.1,7.3,54.1,3.93977,3.47386,3.79863
MRVL,Marvell Technology Group Ltd,Information Technology,27.9,89,36.7,2.72748,1.07431,4.72342
MS,Morgan Stanley,Financials,56.1,68,14.3,1.32762,1.93761,2.23035
MSCC,Microsemi Corp,Information Technology,24.5,42.1,34.6,3.08201,,3.37496
MSCI,MSCI Inc,Financials,6.2,64.5,38.5,32.17089,1.18104,9.45054
MSFT,Microsoft Corp,Information Technology,20.8,65.2,28.5,7.24835,1.99596,6.91034
MSM,MSC Industrial Direct Co Inc.,Industrials,62.4,93.7,22.2,4.14583,2.13168,1.76988
MT,Arcelormittal SA,Materials,91.6,67.8,7.9,0.84785,,0.47377
MTB,M&T Bank Corp,Financials,74.6,70.2,19.4,1.69396,1.77567,4.3867
MTCH,Match Group Inc,Information Technology,18.4,95.8,19.3,15.37537,,6.04668
MTDR,Matador Resources Co,Energy,22.5,84.5,14.9,3.16991,,6.0187
